Артикул;Цена_Розничная;Доступно
310295;1834;1
370010;168;1
370011;168;1
370012;143;1
370013;172;1
370014;602;1
370015;515;1
370016;233;1
370017;269;1
370018;269;1
370019;718;1
370020;107;1
380010;425;1
380011;507;1
380012;741;1
380013;876;1
380014;876;1
380015;554;1
380016;1484;1
380017;1255;1
380018;469;1
380019;964;1
380020;400;1
380021;1074;1
380022;475;1
380023;1269;1
380024;804;1
380025;2019;1
380026;693;1
380027;1724;1
380028;1626;1
380029;612;1
380030;514;1
380031;0;0
380032;677;1
380033;803;1
380034;120;1
380035;513;1
380036;161;1
380037;353;1
380038;843;1
380039;1050;1
380040;211;1
380041;155;1
360046;68;1
360047;140;1
360048;195;1
360049;67;1
360050;;
360051;13;1
360052;16;1
360053;13;1
360054;254;1
360055;90;1
360056;359;1
360057;101;1
360058;101;1
360059;101;1
360060;125;1
360061;125;1
360062;186;1
360063;186;1
360064;228;1
360065;125;1
360066;125;1
360067;228;1
360068;95;1
360069;88;1
360070;74;1
360071;0;0
360072;88;1
360073;88;1
360074;95;1
360075;172;1
360076;163;1
360077;172;1
360078;205;1
360079;231;1
360080;18;1
360081;13;1
360082;16;1
360083;16;1
360084;10;1
360085;17;1
360086;13;1
360087;13;1
360088;27;1
360089;255;1
360090;211;1
360091;263;1
360092;207;1
360093;257;1
360094;556;1
360095;112;1
360096;144;1
360097;112;1
360098;159;1
360099;112;1
360100;10;1
360101;51;1
360102;92;1
360103;38;1
360104;30;1
360105;85;1
360106;99;1
360107;107;1
360108;31;1
360109;38;1
360110;29;1
360111;177;1
360112;51;1
360113;10;1
360114;127;1
360115;298;1
360116;30;1
360117;208;1
360118;113;1
360119;204;1
360120;151;1
360121;91;1
360122;30;1
360123;96;1
360124;98;1
360125;17;1
360126;91;1
360127;34;1
360128;208;1
360129;109;1
360130;96;1
360131;91;1
360132;30;1
360133;142;1
360134;112;1
360135;38;1
360136;36;1
360137;5;1
360138;108;1
360139;84;1
360140;127;1
360141;96;1
360142;55;1
360143;84;1
360144;79;1
360145;9;1
360146;87;1
360147;84;1
360148;35;1
360149;222;1
360150;222;1
360151;393;1
360152;393;1
360153;196;1
360154;342;1
360155;166;1
360156;109;1
360157;166;1
360158;74;1
360159;74;1
360160;222;1
360161;222;1
360162;242;1
360163;434;1
360164;133;1
360165;12;1
360166;68;1
360167;49;1
360168;135;1
360169;52;1
360170;86;1
360171;160;1
360172;523;1
360173;160;1
360174;174;1
360175;523;1
360176;324;1
360177;174;1
360178;42;1
360179;94;1
360180;185;1
360181;124;1
360182;314;1
360183;121;1
360184;63;1
360185;63;1
360186;102;1
360187;84;1
360188;157;1
360189;86;1
360190;167;1
360191;167;1
360192;125;1
360193;437;1
360194;55;1
360195;114;1
360196;142;1
360197;49;1
360198;205;1
360199;432;1
360200;151;1
360201;151;1
360202;151;1
360203;151;1
360204;68;1
360205;85;1
360206;182;1
360207;221;1
360208;221;1
360209;221;1
360210;376;1
360211;376;1
360212;523;1
360213;263;1
360214;265;1
360215;265;1
360216;265;1
360217;314;1
360218;96;1
360219;96;1
360220;96;1
360221;96;1
360222;96;1
360223;143;1
360224;143;1
360225;143;1
360226;143;1
360227;143;1
360228;143;1
360229;192;1
360230;229;1
360231;182;1
360232;182;1
360233;191;1
360234;270;1
360235;270;1
360236;270;1
360237;270;1
360238;270;1
610010;176;1
610011;127;1
610012;151;1
610013;157;1
610014;131;1
610015;131;1
610016;105;1
610017;130;1
610018;111;1
610019;34;1
610020;78;1
610021;34;1
610022;66;1
610023;26;1
610024;66;1
610025;74;1
610026;96;1
610027;352;1
610028;1168;1
610029;1076;1
610030;1168;1
610031;1143;1
610032;282;1
610033;1174;1
610034;350;1
610035;3634;1
610036;90;1
610037;82;1
610038;90;1
610039;87;1
610040;84;1
610041;79;1
610042;113;1
610043;87;1
610044;87;1
610045;71;1
610046;74;1
610047;84;1
610048;91;1
610049;84;1
610050;684;1
610051;50;1
610052;41;1
610053;50;1
610054;50;1
610055;41;1
610056;50;1
610057;50;1
610058;41;1
610059;50;1
610060;41;1
610061;50;1
610062;41;1
610063;59;1
610064;41;1
610065;292;1
610066;1530;1
610067;259;1
610068;72;1
610069;1368;1
610070;1902;1
610071;288;1
610072;1873;1
610073;335;1
610074;4937;1
610075;1634;1
610076;1500;1
610077;1533;1
610078;3468;1
610079;2725;1
610080;124;1
610081;1702;1
610082;1702;1
610083;3406;1
610084;1350;1
610085;1260;1
610086;379;1
610087;1390;1
610088;450;1
610089;3718;1
610090;1361;1
610091;1330;1
610092;292;1
610093;320;1
610094;1030;1
610095;236;1
610096;2430;1
610097;1100;1
610098;256;1
610099;2280;1
610100;4590;1
610101;1260;1
610102;236;1
610103;2120;1
610104;4890;1
610105;1416;1
610106;280;1
610107;67;1
610108;67;1
610109;67;1
610110;79;1
610111;1310;1
610112;1956;1
610113;1736;1
610114;4959;1
610115;73;1
610116;80;1
610117;75;1
610118;94;1
610119;2346;1
610120;2346;1
610121;2346;1
610122;1250;1
610123;406;1
610124;1358;1
610125;1301;1
610126;420;1
610127;1250;1
610128;90;1
610129;269;1
610130;90;1
610131;269;1
610132;475;1
610133;31;1
610134;31;1
610135;5797;1
610136;1180;1
610137;5797;1
610138;1182;1
610139;350;1
610140;6367;1
610141;1299;1
610142;381;1
610143;6369;1
610144;1299;1
610145;381;1
610146;1299;1
610147;382;1
610148;381;1
610149;1105;1
610150;365;1
610151;395;1
610152;6369;1
610153;381;1
610154;1299;1
610155;381;1
610156;1258;1
610157;389;1
610158;1258;1
610159;381;1
610160;1299;1
610161;381;1
610162;1238;1
610163;395;1
610164;1611;1
610165;1622;1
610166;1622;1
610167;1515;1
610168;415;1
610169;1617;1
610170;1622;1
610171;181;1
610172;181;1
610173;181;1
610174;99;1
610175;79;1
610176;79;1
610177;99;1
610178;79;1
610179;79;1
610180;99;1
610181;1232;1
610182;2881;1
610183;359;1
610184;925;1
610185;2483;1
610186;359;1
610187;1478;1
610188;6766;1
610189;1478;1
610190;2835;1
610191;443;1
610192;8419;1
610193;1507;1
610194;346;1
610195;7766;1
610196;1138;1
610197;2192;1
610198;355;1
610199;6906;1
610200;1507;1
610201;438;1
610202;6906;1
610203;1507;1
610204;438;1
610205;1321;1
610206;3073;1
610207;381;1
610208;381;1
610209;1352;1
610210;2261;1
610211;1648;1
610212;311;1
610213;7584;1
610214;1352;1
610215;311;1
610216;6906;1
610217;1507;1
610218;346;1
610219;6766;1
610220;1478;1
610221;2835;1
610222;443;1
610223;346;1
610224;6608;1
610225;7584;1
610226;1648;1
610227;311;1
610228;341;1
610229;6766;1
610230;1478;1
610231;3456;1
610232;7584;1
610233;1648;1
610234;2587;1
610235;311;1
610236;5896;1
610237;2524;1
610238;6221;1
610239;1648;1
610240;2587;1
610241;311;1
610242;8444;1
610243;1232;1
610244;2365;1
610245;359;1
610246;1478;1
610247;1478;1
610248;6766;1
610249;1478;1
610250;426;1
610251;5630;1
610252;1263;1
610253;2365;1
610254;369;1
610255;1507;1
610256;346;1
610257;6026;1
610258;1609;1
610259;2522;1
610260;391;1
610261;8248;1
610262;1478;1
610263;;
610264;341;1
610265;8248;1
610266;1478;1
610267;2835;1
610268;426;1
610269;426;1
610270;8248;1
610271;1798;1
610272;426;1
610273;;
610274;1321;1
610275;391;1
610276;1798;1
610277;301;1
610278;1798;1
610279;426;1
610280;1848;1
610281;4935;1
610282;2598;1
610283;2373;1
610284;736;1
610285;1684;1
610286;1381;1
610287;447;1
610288;2000;1
610289;606;1
610290;1851;1
610291;558;1
610292;1904;1
610293;453;1
610294;1931;1
610295;581;1
610296;3009;1
610297;605;1
610298;736;1
610299;2348;1
610300;736;1
610301;6324;1
610302;1294;1
610303;2324;1
610304;334;1
610305;334;1
610306;1954;1
610307;4134;1
610308;699;1
610309;2381;1
610310;725;1
610311;2336;1
610312;725;1
610313;1435;1
610314;7556;1
610315;1310;1
610316;337;1
610317;1079;1
610318;426;1
610319;1811;1
610320;486;1
610321;1310;1
610322;2859;1
610323;423;1
610324;1510;1
610325;2697;1
610326;512;1
610327;5211;1
610328;519;1
610329;6174;1
610330;7669;1
610331;1299;1
610332;2324;1
610333;423;1
610334;423;1
610335;1079;1
610336;2346;1
610337;334;1
610338;1391;1
610339;452;1
610340;6586;1
610341;91;1
610342;91;1
610343;91;1
610344;94;1
610345;91;1
610346;73;1
610347;115;1
610348;73;1
610349;294;1
610350;73;1
610351;124;1
610352;18;1
610353;18;1
610354;18;1
610355;18;1
610356;18;1
610357;18;1
610358;18;1
610359;18;1
610360;33;1
610361;33;1
610362;33;1
610363;33;1
610364;31;1
610365;31;1
610366;31;1
610367;31;1
610368;31;1
610369;31;1
610370;0;0
610371;114;1
610372;107;1
610373;30;1
610374;30;1
610375;30;1
610376;30;1
610377;51;1
610378;51;1
610379;51;1
610380;51;1
610381;51;1
610382;51;1
610383;25;1
610384;25;1
610385;25;1
610386;25;1
610387;30;1
610388;30;1
610389;30;1
610390;30;1
610391;30;1
610392;30;1
610393;30;1
610394;30;1
610395;30;1
610396;30;1
610397;30;1
610398;27;1
610399;27;1
610400;27;1
610401;27;1
610402;27;1
610403;27;1
610404;27;1
610405;27;1
610406;27;1
610407;27;1
610408;27;1
610409;27;1
610410;27;1
610411;27;1
610412;27;1
610413;27;1
610414;27;1
610415;27;1
610416;27;1
610417;27;1
610418;27;1
610419;27;1
610420;27;1
610421;27;1
610422;27;1
610423;27;1
610424;27;1
610425;358;1
610426;358;1
610427;358;1
610428;72;1
610429;72;1
610430;72;1
610431;72;1
610432;160;1
610433;160;1
610434;160;1
610435;90;1
610436;269;1
610437;87;1
610438;261;1
610439;475;1
610440;87;1
610441;996;1
610442;261;1
610443;87;1
610444;261;1
610445;261;1
610446;475;1
610447;996;1
610448;87;1
610449;996;1
610450;261;1
610451;261;1
610452;111;1
610453;111;1
610454;1303;1
610455;111;1
610456;111;1
610457;111;1
610458;556;1
610459;1303;1
610460;1303;1
610461;1303;1
610462;239;1
610463;239;1
610464;111;1
610465;556;1
610466;111;1
610467;514;1
610468;141;1
610469;181;1
610470;99;1
610471;99;1
610472;99;1
610473;74;1
610474;74;1
610475;74;1
610476;75;1
610477;34;1
610478;34;1
610479;49;1
610480;102;1
610481;102;1
610482;49;1
610483;49;1
610484;49;1
610485;53;1
610486;53;1
610487;53;1
610488;53;1
610489;159;1
610490;97;1
610491;387;1
610492;130;1
610493;111;1
610494;137;1
610495;148;1
610496;114;1
610497;926;1
610498;320;1
610499;556;1
610500;883;1
610501;833;1
610502;1921;1
610503;451;1
610504;503;1
610505;180;1
610506;340;1
610507;451;1
610508;318;1
610509;1199;1
610510;300;1
610511;2542;1
610512;449;1
610513;1082;1
610514;499;1
610515;496;1
610516;1197;1
610517;478;1
610518;333;1
610519;445;1
610520;449;1
610521;441;1
610522;441;1
610523;283;1
610524;504;1
610525;198;1
610526;296;1
610527;296;1
610528;582;1
610529;364;1
610530;328;1
610531;110;1
610532;126;1
610533;0;0
610534;296;1
610535;294;1
610536;204;1
620010;0;0
620011;109;1
620012;111;1
620013;111;1
620014;234;1
620015;506;1
620016;508;1
620017;1710;1
620018;4616;1
620019;113;1
620020;140;1
620021;152;1
620022;3404;1
620023;3248;1
620024;3748;1
620025;192;1
620026;242;1
620027;295;1
620028;398;1
620029;1056;1
620030;3566;1
620031;3351;1
620032;774;1
620033;140;1
620034;441;1
620035;28;1
620036;28;1
620037;9100;1
620038;1843;1
620039;6653;1
620040;4318;1
620041;1310;1
620042;430;1
620043;5151;1
620044;1257;1
620045;646;1
620046;6443;1
620047;1784;1
620048;204;1
620049;850;1
620050;817;1
620051;1653;1
620052;230;1
620053;244;1
620054;347;1
620055;685;1
620056;692;1
620057;5634;1
620058;1774;1
620059;5634;1
620060;1774;1
620061;2134;1
620062;677;1
620063;771;1
620064;758;1
620065;593;1
620066;239;1
620067;593;1
620068;239;1
620069;166;1
620070;23;1
620071;23;1
620072;5654;1
620073;1624;1
620074;4666;1
620075;1455;1
620076;1489;1
620077;506;1
620078;1448;1
620079;1611;1
620080;5199;1
620081;1611;1
620082;3106;1
620083;1624;1
620084;3273;1
620085;478;1
620086;3273;1
620087;1624;1
620088;3273;1
620089;478;1
620090;1624;1
620091;478;1
620092;1390;1
620093;4027;1
620094;289;1
620095;277;1
620096;4955;1
620097;1815;1
620098;5746;1
620099;5746;1
620100;1815;1
620101;3749;1
620102;3953;1
620103;1829;1
620104;1070;1
620105;3828;1
620106;929;1
620107;7304;1
620108;1709;1
620109;1022;1
620110;1962;1
620111;435;1
620112;342;1
620113;2353;1
620114;447;1
620115;929;1
620116;1450;1
620117;1494;1
620118;556;1
620119;421;1
620120;856;1
620121;1541;1
620122;1070;1
620123;697;1
620124;1599;1
620125;253;1
620126;389;1
620127;1815;1
620128;4954;1
620129;4597;1
620130;1379;1
620131;6173;1
620132;1906;1
620133;5360;1
620134;1660;1
620135;4870;1
620136;1709;1
620137;4870;1
620138;1709;1
620139;5746;1
620140;2918;1
620141;4596;1
620142;1668;1
620143;6173;1
620144;1906;1
620145;1906;1
620146;566;1
620147;2453;1
620148;4872;1
620149;1556;1
620150;4737;1
620151;6235;1
620152;1495;1
620153;6990;1
620154;1678;1
620155;7155;1
620156;1685;1
620157;5915;1
620158;1678;1
620159;5915;1
620160;6893;1
620161;1636;1
620162;6214;1
620163;4857;1
620164;1439;1
620165;6456;1
620166;4881;1
620167;1661;1
620168;1278;1
620169;1630;1
620170;7168;1
620171;1706;1
620172;883;1
620173;1598;1
620174;867;1
620175;2096;1
620176;3150;1
620177;477;1
620178;1278;1
620179;2453;1
620180;435;1
620181;1245;1
620182;1962;1
620183;551;1
620184;1196;1
620185;347;1
620186;2144;1
620187;856;1
620188;410;1
620189;3764;1
620190;1161;1
620191;5365;1
620192;3175;1
620193;6070;1
620194;6143;1
620195;1871;1
620196;5461;1
620197;1688;1
620198;5801;1
620199;2213;1
620200;673;1
620201;1749;1
620202;3837;1
620203;990;1
620204;378;1
620205;929;1
620206;459;1
620207;421;1
620208;1070;1
620209;1873;1
620210;3799;1
620211;459;1
620212;3025;1
620213;7105;1
620214;8566;1
620215;1423;1
620216;1833;1
620217;7855;1
620218;1806;1
620219;8004;1
620220;998;1
620221;2438;1
620222;6983;1
620223;1450;1
620224;1476;1
620225;4271;1
620226;8894;1
620227;8320;1
620228;1533;1
620229;4800;1
620230;1506;1
620231;805;1
620232;3319;1
620233;1278;1
620234;2236;1
620235;0;0
620236;1864;1
620237;5831;1
620238;5186;1
620239;1915;1
620240;1667;1
620241;553;1
620242;10021;1
620243;1476;1
620244;1436;1
620245;1348;1
620246;1478;1
620247;1182;1
620248;5976;1
620249;2075;1
620250;9265;1
620251;3351;1
620252;1144;1
620253;7726;1
620254;1685;1
620255;289;1
620256;289;1
620257;165;1
620258;289;1
620259;165;1
620260;289;1
620261;165;1
620262;165;1
620263;289;1
620264;152;1
620265;289;1
620266;165;1
620267;165;1
620268;289;1
620269;289;1
620270;289;1
620271;10400;1
620272;113;1
620273;113;1
620274;79;1
620275;397;1
620276;79;1
620277;113;1
620278;113;1
620279;113;1
620280;95;1
620281;285;1
620282;397;1
620283;79;1
620284;4531;1
620285;1399;1
620286;78;1
620287;78;1
620288;28;1
620289;28;1
620290;28;1
620291;28;1
620292;28;1
620293;28;1
620294;18;1
620295;18;1
620296;18;1
620297;23;1
620298;23;1
620299;23;1
620300;23;1
620301;25;1
620302;25;1
620303;25;1
620304;25;1
620305;23;1
620306;23;1
620307;809;1
620308;1270;1
620309;1270;1
620310;1270;1
620311;333;1
620312;333;1
620313;88;1
620314;88;1
620315;289;1
620316;2023;1
620317;2161;1
620318;2161;1
620319;416;1
620320;443;1
620321;126;1
620322;135;1
620323;156;1
620324;2225;1
620325;2379;1
620326;489;1
620327;458;1
620328;995;1
620329;139;1
620330;881;1
620331;881;1
620332;200;1
620333;316;1
620334;220;1
620335;348;1
620336;460;1
620337;511;1
620338;287;1
620339;449;1
620340;560;1
620341;640;1
620342;335;1
620343;542;1
620344;572;1
620345;211;1
620346;211;1
620347;152;1
620348;152;1
620349;255;1
620350;108;1
620351;108;1
620352;108;1
620353;108;1
620354;108;1
620355;270;1
620356;65;1
620357;164;1
620358;140;1
620359;82;1
620360;90;1
620361;182;1
620362;198;1
620363;91;1
620364;56;1
620365;133;1
620366;226;1
620367;225;1
620368;538;1
620369;332;1
620370;764;1
620371;204;1
620372;630;1
620373;256;1
620374;256;1
620375;429;1
620376;398;1
620377;477;1
620378;477;1
620379;477;1
620380;442;1
510010;599;1
510011;599;1
510012;599;1
510013;599;1
510014;599;1
510015;599;1
510016;511;1
510017;610;1
510018;610;1
510019;610;1
510020;610;1
510021;610;1
510022;610;1
510023;610;1
510024;577;1
510025;577;1
510026;577;1
510027;610;1
510028;610;1
510029;610;1
510030;610;1
510031;610;1
510032;610;1
510033;728;1
510034;728;1
510035;728;1
510036;728;1
510037;728;1
510038;728;1
510039;728;1
510040;347;1
510041;347;1
510042;347;1
510043;723;1
510044;723;1
510045;723;1
510046;723;1
510047;723;1
510048;723;1
510049;723;1
510050;536;1
510051;510;1
510052;510;1
510053;260;1
510054;260;1
510055;260;1
510056;260;1
510057;260;1
510058;387;1
510059;387;1
510060;387;1
510061;387;1
510062;878;1
510063;878;1
510064;536;1
510065;536;1
510066;536;1
510067;536;1
510068;488;1
510069;536;1
510070;536;1
510071;536;1
510072;536;1
510073;510;1
510074;510;1
510075;488;1
510076;510;1
510077;536;1
510078;260;1
510079;260;1
510080;260;1
510081;260;1
510082;488;1
510083;685;1
510084;685;1
510085;601;1
510086;601;1
510087;601;1
510088;601;1
510089;601;1
510090;641;1
510091;641;1
510092;925;1
510093;803;1
510094;663;1
510095;663;1
510096;658;1
510097;716;1
510098;716;1
510099;650;1
510100;222;1
510101;519;1
510102;650;1
510103;519;1
510104;1030;1
510105;680;1
510106;680;1
510107;680;1
510108;716;1
510109;724;1
510110;580;1
510111;580;1
510112;580;1
510113;580;1
510114;580;1
510115;978;1
510116;978;1
510117;978;1
510118;758;1
510119;758;1
510120;758;1
510121;758;1
510122;863;1
510123;863;1
510124;863;1
510125;744;1
510126;744;1
510127;511;1
510128;722;1
510129;511;1
510130;511;1
510131;511;1
510132;1039;1
510133;1085;1
510134;208;1
510135;606;1
510136;425;1
510137;429;1
510138;429;1
510139;429;1
510140;429;1
510141;429;1
510142;429;1
510143;527;1
510144;759;1
510145;759;1
510146;759;1
510147;759;1
510148;759;1
510149;759;1
510150;759;1
510151;759;1
510152;759;1
510153;759;1
510154;759;1
510155;762;1
510156;762;1
510157;762;1
510158;762;1
510159;762;1
510160;762;1
510161;762;1
510162;1159;1
510163;580;1
510164;599;1
510165;599;1
510166;580;1
510167;511;1
510168;511;1
510169;511;1
510170;511;1
510171;511;1
510172;511;1
510173;511;1
510174;511;1
510175;446;1
510176;446;1
510177;644;1
510178;644;1
510179;644;1
510180;644;1
510181;644;1
510182;446;1
510183;446;1
510184;710;1
510185;710;1
510186;696;1
510187;786;1
510188;786;1
510189;755;1
510190;722;1
510191;722;1
510192;722;1
510193;722;1
510194;372;1
510195;372;1
510196;372;1
510197;579;1
510198;579;1
510199;332;1
510200;559;1
510201;332;1
570010;328;1
570011;471;1
570012;303;1
570013;547;1
570014;580;1
570015;283;1
570016;458;1
570017;394;1
570018;501;1
570019;377;1
570020;372;1
570021;649;1
570022;285;1
570023;326;1
570024;371;1
570025;376;1
570026;476;1
570027;793;1
570028;619;1
570029;634;1
570030;672;1
570031;376;1
570032;627;1
570033;610;1
570034;460;1
570035;716;1
570036;358;1
570037;382;1
570038;382;1
570039;620;1
570040;1573;1
570041;1099;1
520010;1194;1
520011;1194;1
520012;0;0
520013;1513;1
520014;963;1
520015;963;1
520016;825;1
520017;2269;1
520018;825;1
520019;169;1
520020;124;1
520021;124;1
520022;169;1
520023;124;1
520024;169;1
520025;124;1
520026;124;1
520027;124;1
520028;124;1
520029;124;1
520030;124;1
520031;124;1
520032;96;1
520033;169;1
520034;124;1
520035;124;1
520036;382;1
520037;374;1
520038;516;1
520039;516;1
520040;207;1
520041;131;1
520042;963;1
520043;96;1
520044;130;1
520045;198;1
520046;185;1
520047;81;1
520048;0;0
520049;81;1
520050;198;1
520051;81;1
520052;198;1
520053;198;1
520054;81;1
520055;81;1
520056;1194;1
520057;1194;1
520058;1169;1
520059;1169;1
520060;2544;1
520061;0;0
520062;1031;1
520063;1031;1
520064;1031;1
520065;2406;1
520066;2544;1
520067;124;1
520068;186;1
520069;186;1
520070;996;1
520071;506;1
520072;506;1
520073;456;1
520074;399;1
520075;399;1
520076;524;1
520077;449;1
520078;524;1
520079;524;1
520080;524;1
520081;524;1
520082;1361;1
520083;558;1
520084;558;1
520085;558;1
520086;1361;1
520087;558;1
520088;172;1
520089;1169;1
520090;1169;1
520091;2544;1
520092;325;1
520093;325;1
520094;104;1
520095;231;1
520096;231;1
520097;231;1
520098;130;1
520099;481;1
520100;481;1
520101;481;1
520102;326;1
520103;;
520104;333;1
520105;1059;1
520106;1059;1
520107;1059;1
520108;1375;1
520109;1375;1
520110;1210;1
520111;0;0
520112;1011;1
520113;1011;1
520114;1011;1
520115;1011;1
520116;176;1
520117;606;1
520118;447;1
520119;498;1
520120;809;1
520121;463;1
520122;463;1
520123;463;1
520124;463;1
520125;463;1
520126;542;1
520127;542;1
520128;456;1
520129;455;1
520130;381;1
520131;524;1
520132;524;1
520133;524;1
520134;524;1
520135;524;1
520136;524;1
520137;532;1
520138;558;1
520139;558;1
520140;615;1
520141;558;1
520142;558;1
520143;629;1
520144;705;1
520145;222;1
520146;1086;1
520147;1086;1
520148;1086;1
520149;1059;1
520150;894;1
520151;0;0
520152;1306;1
520153;241;1
520154;304;1
520155;241;1
520156;241;1
520157;241;1
520158;0;0
520159;481;1
520160;573;1
520161;0;0
520162;0;0
520163;326;1
520164;326;1
520165;949;1
520166;949;1
520167;949;1
520168;949;1
520169;949;1
520170;540;1
520171;540;1
520172;540;1
520173;540;1
520174;540;1
520175;540;1
520176;540;1
520177;540;1
520178;540;1
520179;540;1
520180;540;1
520181;540;1
520182;540;1
520183;540;1
520184;540;1
520185;540;1
520186;540;1
520187;0;0
520188;540;1
520189;540;1
520190;540;1
520191;540;1
520192;141;1
520193;141;1
520194;141;1
520195;141;1
520196;141;1
520197;141;1
520198;141;1
520199;141;1
520200;141;1
520201;141;1
520202;141;1
520203;141;1
520204;141;1
520205;141;1
520206;141;1
520207;141;1
520208;141;1
520209;141;1
520210;141;1
520211;141;1
520212;141;1
520213;141;1
520214;141;1
520215;141;1
520216;141;1
520217;141;1
520218;141;1
520219;141;1
520220;141;1
520221;182;1
520222;141;1
520223;141;1
520224;141;1
520225;141;1
520226;141;1
520227;229;1
520228;229;1
520229;229;1
520230;229;1
520231;229;1
520232;229;1
520233;229;1
520234;229;1
520235;229;1
520236;229;1
520237;229;1
520238;229;1
520239;229;1
520240;229;1
520241;229;1
520242;229;1
520243;629;1
520244;629;1
520245;629;1
520246;629;1
520247;629;1
520248;629;1
520249;144;1
520250;189;1
520251;189;1
520252;189;1
520253;189;1
520254;189;1
520255;189;1
520256;189;1
520257;189;1
520258;189;1
520259;189;1
520260;189;1
520261;189;1
520262;189;1
520263;189;1
520264;189;1
520265;189;1
520266;189;1
520267;189;1
520268;189;1
520269;164;1
520270;164;1
520271;144;1
520272;144;1
520273;144;1
520274;144;1
520275;144;1
520276;155;1
520277;144;1
520278;144;1
520279;155;1
520280;144;1
520281;144;1
520282;144;1
520283;144;1
520284;144;1
520285;144;1
520286;144;1
520287;144;1
520288;144;1
520289;144;1
520290;144;1
520291;144;1
520292;144;1
520293;144;1
520294;144;1
520295;144;1
520296;144;1
520297;475;1
520298;475;1
520299;475;1
520300;475;1
520301;475;1
520302;562;1
520303;;
520304;562;1
520305;562;1
520306;562;1
520307;562;1
520308;562;1
520309;;
520310;562;1
520311;562;1
520312;562;1
520313;562;1
520314;562;1
520315;562;1
520316;562;1
520317;562;1
520318;562;1
520319;562;1
520320;562;1
520321;562;1
520322;562;1
520323;562;1
520324;562;1
520325;562;1
520326;562;1
520327;562;1
520328;562;1
520329;680;1
520330;606;1
520331;606;1
520332;606;1
520333;606;1
520334;606;1
520335;606;1
520336;404;1
520337;404;1
520338;404;1
520339;404;1
520340;404;1
520341;404;1
520342;404;1
520343;404;1
520344;475;1
520345;339;1
520346;553;1
520347;553;1
520348;553;1
520349;553;1
520350;553;1
520351;553;1
520352;553;1
520353;553;1
520354;553;1
520355;553;1
520356;553;1
520357;553;1
520358;553;1
520359;553;1
520360;553;1
520361;553;1
520362;553;1
520363;553;1
520364;654;1
520365;654;1
520366;654;1
520367;654;1
520368;654;1
520369;654;1
520370;225;1
520371;225;1
520372;225;1
520373;225;1
520374;225;1
520375;0;0
520376;0;0
520377;225;1
520378;225;1
520379;225;1
520380;225;1
520381;225;1
520382;225;1
520383;225;1
520384;225;1
520385;225;1
520386;0;0
520387;225;1
520388;225;1
520389;225;1
520390;0;0
520391;0;0
520392;225;1
520393;225;1
520394;225;1
520395;225;1
520396;225;1
520397;225;1
520398;225;1
520399;225;1
520400;225;1
520401;225;1
520402;225;1
520403;225;1
520404;225;1
520405;225;1
520406;225;1
520407;225;1
520408;225;1
520409;225;1
520410;225;1
520411;225;1
520412;225;1
520413;225;1
520414;225;1
520415;225;1
520416;225;1
520417;225;1
520418;225;1
520419;225;1
520420;225;1
520421;225;1
520422;225;1
520423;225;1
520424;225;1
520425;281;1
520426;281;1
520427;;
520428;281;1
520429;632;1
520430;632;1
520431;632;1
520432;632;1
520433;632;1
520434;632;1
520435;632;1
520436;632;1
520437;0;0
520438;632;1
520439;632;1
520440;632;1
520441;632;1
520442;632;1
520443;0;0
520444;632;1
520445;632;1
520446;632;1
520447;133;1
520448;127;1
520449;127;1
520450;127;1
520451;127;1
520452;127;1
520453;127;1
520454;127;1
520455;127;1
520456;127;1
520457;127;1
520458;127;1
520459;127;1
520460;127;1
520461;127;1
520462;127;1
520463;127;1
520464;127;1
520465;127;1
520466;127;1
520467;127;1
520468;127;1
520469;127;1
520470;127;1
520471;216;1
520472;216;1
520473;191;1
520474;469;1
520475;458;1
520476;458;1
520477;458;1
520478;458;1
520479;458;1
520480;0;0
520481;488;1
520482;488;1
520483;0;0
520484;488;1
520485;488;1
520486;488;1
520487;488;1
520488;488;1
520489;0;0
520490;488;1
520491;488;1
520492;488;1
520493;488;1
520494;488;1
520495;458;1
520496;510;1
520497;510;1
520498;510;1
520499;510;1
520500;510;1
520501;510;1
520502;510;1
520503;510;1
520504;510;1
520505;510;1
520506;510;1
520507;510;1
520508;510;1
520509;;
520510;510;1
520511;510;1
520512;510;1
520513;510;1
520514;510;1
520515;510;1
520516;510;1
520517;510;1
520518;510;1
520519;0;0
520520;523;1
520521;523;1
520522;523;1
520523;523;1
520524;458;1
520525;0;0
520526;458;1
520527;133;1
520528;133;1
520529;133;1
520530;133;1
520531;133;1
520532;133;1
520533;133;1
520534;133;1
520535;133;1
520536;216;1
520537;476;1
520538;216;1
520539;216;1
520540;216;1
520541;216;1
520542;216;1
520543;216;1
520544;216;1
520545;216;1
520546;216;1
520547;718;1
520548;208;1
520549;200;1
520550;211;1
520551;211;1
520552;621;1
520553;588;1
520554;621;1
520555;538;1
520556;629;1
520557;629;1
520558;629;1
520559;629;1
520560;629;1
520561;629;1
520562;629;1
520563;629;1
520564;603;1
520565;603;1
520566;603;1
520567;621;1
520568;464;1
520569;644;1
520570;577;1
520571;644;1
520572;577;1
520573;611;1
520574;611;1
520575;644;1
520576;644;1
520577;603;1
520578;720;1
520579;566;1
520580;566;1
520581;737;1
520582;566;1
520583;472;1
520584;566;1
520585;566;1
520586;566;1
520587;65;1
520588;65;1
520589;65;1
520590;256;1
520591;256;1
