"";"Цена_Зачеркнутая";"Цена_Трансазия";"Цена_Розничная";"Цена_Трансазия_от 3 шт.";"Минимальное количество"
"520575";"";"495";"619";"";"1"
"520750";"";"295";"369";"";"1"
"520561";"";"484";"605";"";"1"
"520771";"";"219";"274";"";"1"
"520749";"221";"154";"192";"";"1"
"520790";"";"219";"274";"";"1"
"520788";"347";"277";"346";"";"1"
"520786";"418";"292";"365";"";"1"
"520644";"418";"292";"365";"";"1"
"520640";"418";"292";"365";"";"1"
"520642";"418";"292";"365";"";"1"
"520646";"392";"313";"391";"";"1"
"520648";"418";"292";"365";"";"1"
"520638";"392";"313";"391";"";"1"
"520601";"";"77";"96";"";"1"
"520600";"";"77";"96";"";"1"
"570131";"";"579";"724";"";"1"
"560148";"";"379";"474";"";"1"
"520579";"";"465";"581";"";"1"
"520580";"";"465";"581";"";"1"
"570132";"";"379";"474";"";"1"
"520581";"";"671";"839";"651";"1"
"560149";"";"579";"724";"";"1"
"520582";"";"465";"581";"";"1"
"520585";"";"465";"581";"";"1"
"520586";"";"498";"622";"";"1"
"520618";"";"92";"115";"";"1"
"520613";"";"92";"115";"";"1"
"560147";"";"379";"474";"";"1"
"520617";"";"153";"191";"";"1"
"520604";"";"153";"191";"";"1"
"520603";"";"79";"99";"";"1"
"520605";"";"153";"191";"";"1"
"520609";"";"153";"191";"";"1"
"520606";"";"153";"191";"";"1"
"520591";"";"197";"246";"";"1"
"520611";"";"153";"191";"";"1"
"520610";"";"153";"191";"";"1"
"560150";"";"197";"246";"";"1"
"520595";"";"181";"226";"";"1"
"520592";"";"197";"246";"";"1"
"520621";"";"97";"121";"";"1"
"520593";"";"181";"226";"";"1"
"520590";"";"197";"246";"";"1"
"520620";"";"93";"116";"";"1"
"570130";"";"715";"894";"694";"1"
"520619";"";"74";"92";"";"1"
"520602";"73";"62";"78";"";"1"
"520608";"";"94";"118";"";"1"
"520624";"";"261";"326";"";"1"
"520623";"";"261";"326";"";"1"
"520622";"";"261";"326";"";"1"
"570225";"";"94";"118";"";"1"
"520625";"";"261";"326";"";"1"
"520626";"";"261";"326";"";"1"
"520627";"";"261";"326";"";"1"
"520628";"";"261";"326";"";"1"
"520631";"";"261";"326";"";"1"
"520630";"";"261";"326";"";"1"
"520629";"";"261";"326";"";"1"
"520632";"";"351";"439";"";"1"
"520633";"";"261";"326";"";"1"
"520634";"";"261";"326";"";"1"
"520637";"";"261";"326";"";"1"
"520636";"";"261";"326";"";"1"
"520635";"";"261";"326";"";"1"
"560151";"";"261";"326";"";"1"
"520651";"";"149";"186";"";"1"
"520742";"";"222";"278";"";"1"
"520737";"";"213";"266";"";"1"
"520652";"";"149";"186";"";"1"
"570133";"";"261";"326";"";"1"
"520738";"";"257";"321";"";"1"
"560152";"";"230";"288";"";"1"
"570138";"";"219";"274";"";"1"
"520756";"";"295";"369";"";"1"
"520755";"";"219";"274";"";"1"
"520757";"";"219";"274";"";"1"
"520763";"";"295";"369";"";"1"
"520759";"";"115";"144";"";"1"
"520766";"";"219";"274";"";"1"
"570135";"";"115";"144";"";"1"
"520772";"";"219";"274";"";"1"
"570136";"";"219";"274";"";"1"
"520774";"";"219";"274";"";"1"
"520773";"";"219";"274";"";"1"
"520779";"";"219";"274";"";"1"
"520775";"";"219";"274";"";"1"
"520780";"";"219";"274";"";"1"
"520781";"";"219";"274";"";"1"
"520783";"";"219";"274";"";"1"
"520792";"";"240";"300";"";"1"
"520791";"";"240";"300";"";"1"
"520752";"";"219";"274";"";"1"
"520753";"";"219";"274";"";"1"
"520762";"";"219";"274";"";"1"
"570224";"";"219";"274";"";"1"
"520747";"";"219";"274";"";"1"
"570134";"";"115";"144";"";"1"
"520776";"";"219";"274";"";"1"
"520777";"";"219";"274";"";"1"
"520764";"";"219";"274";"";"1"
"520782";"";"219";"274";"";"1"
"520794";"";"240";"300";"";"1"
"520740";"";"222";"278";"";"1"
"520741";"";"222";"278";"";"1"
"520739";"";"267";"334";"";"1"
"520743";"";"222";"278";"";"1"
"520744";"";"222";"278";"";"1"
"520745";"";"222";"278";"";"1"
"380136";"";"169";"211";"";"1"
"570177";"";"473";"591";"";"1"
"240037";"1828";"914";"1142";"887";"1"
"460346";"";"301";"376";"";"1"
"570070";"";"382";"478";"";"1"
"570171";"";"696";"870";"675";"1"
"250201";"323";"226";"282";"";"1"
"240029";"848";"593";"741";"";"1"
"240024";"456";"319";"399";"";"1"
"460345";"";"403";"504";"";"1"
"570071";"";"382";"478";"";"1"
"240026";"1065";"639";"799";"620";"1"
"240027";"599";"419";"524";"";"1"
"240025";"586";"410";"512";"";"1"
"240028";"";"391";"489";"";"1"
"250196";"";"710";"888";"689";"1"
"240030";"1755";"1053";"1316";"1021";"1"
"240033";"1150";"690";"862";"669";"1"
"240034";"638";"446";"558";"";"1"
"240031";"2282";"1141";"1426";"1107";"1"
"240036";"2418";"1209";"1511";"1173";"1"
"240066";"";"228";"285";"";"1"
"240035";"795";"556";"695";"";"1"
"240042";"143";"100";"125";"";"1"
"240038";"";"299";"374";"";"1"
"240044";"343";"240";"300";"";"1"
"240040";"322";"225";"281";"";"1"
"240067";"";"228";"285";"";"1"
"240039";"";"82";"102";"";"1"
"240043";"";"207";"259";"";"1"
"250171";"";"134";"168";"";"1"
"240046";"";"433";"541";"";"1"
"240052";"";"292";"365";"";"1"
"240060";"";"213";"266";"";"1"
"240047";"";"633";"791";"614";"1"
"240050";"";"218";"272";"";"1"
"240055";"";"86";"108";"";"1"
"240059";"";"292";"365";"";"1"
"240056";"";"153";"191";"";"1"
"240063";"";"72";"90";"";"1"
"240061";"";"293";"366";"";"1"
"240064";"";"365";"456";"";"1"
"240065";"";"365";"456";"";"1"
"250204";"";"608";"760";"590";"1"
"240053";"";"433";"541";"";"1"
"240048";"";"86";"108";"";"1"
"240048";"";"67";"84";"";"1"
"240057";"";"218";"272";"";"1"
"250206";"";"217";"271";"";"1"
"250205";"";"410";"512";"";"1"
"250203";"";"234";"292";"";"1"
"250197";"";"77";"96";"";"1"
"240055";"";"67";"84";"";"1"
"240068";"";"98";"122";"";"1"
"240049";"";"153";"191";"";"1"
"240069";"";"86";"108";"";"1"
"240070";"";"86";"108";"";"1"
"240071";"";"86";"108";"";"1"
"240072";"";"187";"234";"";"1"
"240075";"";"663";"829";"643";"1"
"250202";"";"403";"504";"";"1"
"240077";"";"79";"99";"";"1"
"240074";"";"663";"829";"643";"1"
"240080";"";"144";"180";"";"1"
"240078";"";"79";"99";"";"1"
"240073";"";"172";"215";"";"1"
"240083";"";"106";"132";"";"1"
"240084";"";"207";"259";"";"1"
"240086";"";"207";"259";"";"1"
"240081";"";"215";"269";"";"1"
"240091";"";"67";"84";"";"1"
"240088";"";"73";"91";"";"1"
"240089";"";"54";"68";"";"1"
"240090";"";"54";"68";"";"1"
"240085";"";"106";"132";"";"1"
"240087";"";"144";"180";"";"1"
"240092";"";"99";"124";"";"1"
"240093";"";"74";"92";"";"1"
"240094";"";"74";"92";"";"1"
"250085";"";"160";"200";"";"1"
"250088";"";"44";"55";"";"1"
"250021";"178";"124";"155";"";"1"
"250026";"";"32";"40";"";"1"
"250207";"";"172";"215";"";"1"
"250103";"";"124";"155";"";"1"
"250083";"";"77";"96";"";"1"
"250020";"268";"187";"234";"";"1"
"250105";"";"406";"508";"";"1"
"250108";"";"509";"636";"";"1"
"250106";"";"406";"508";"";"1"
"250107";"";"406";"508";"";"1"
"250104";"";"124";"155";"";"1"
"250097";"";"36";"45";"";"1"
"250093";"";"51";"64";"";"1"
"250098";"";"36";"45";"";"1"
"250111";"";"36";"45";"";"1"
"250094";"";"51";"64";"";"1"
"250109";"";"36";"45";"";"1"
"250168";"";"36";"45";"";"1"
"250110";"";"36";"45";"";"1"
"250082";"";"50";"62";"";"1"
"250086";"";"104";"130";"";"1"
"250081";"";"346";"432";"";"1"
"250199";"";"94";"118";"";"1"
"250198";"";"223";"279";"";"1"
"250184";"";"148";"185";"";"1"
"250183";"";"148";"185";"";"1"
"250022";"";"40";"50";"";"1"
"250185";"";"24";"30";"";"1"
"250015";"289";"168";"210";"";"1"
"250016";"385";"318";"398";"";"1"
"250017";"373";"282";"352";"";"1"
"250025";"";"41";"51";"";"1"
"250028";"";"27";"34";"";"1"
"250024";"";"54";"68";"";"1"
"250014";"430";"259";"324";"";"1"
"250027";"";"22";"28";"";"1"
"250023";"";"10";"12";"";"1"
"250031";"";"87";"109";"";"1"
"250029";"";"13";"16";"";"1"
"250019";"113";"96";"120";"";"1"
"250030";"";"37";"46";"";"1"
"250032";"";"21";"26";"";"1"
"250033";"";"72";"90";"";"1"
"250035";"";"55";"69";"";"1"
"250041";"";"14";"18";"";"1"
"250043";"";"24";"30";"";"1"
"250039";"";"25";"31";"";"1"
"250037";"";"35";"44";"";"1"
"250036";"";"54";"68";"";"1"
"250045";"";"36";"45";"";"1"
"250044";"";"54";"68";"";"1"
"250040";"";"20";"25";"";"1"
"250034";"";"42";"52";"";"1"
"250046";"";"109";"136";"";"1"
"250051";"";"59";"74";"";"1"
"250048";"";"36";"45";"";"1"
"250055";"";"186";"232";"";"1"
"250054";"";"59";"74";"";"1"
"250056";"";"168";"210";"";"1"
"250050";"";"50";"62";"";"1"
"250052";"";"94";"118";"";"1"
"250049";"";"26";"32";"";"1"
"250062";"";"144";"180";"";"1"
"250057";"";"100";"125";"";"1"
"250058";"";"175";"219";"";"1"
"250060";"";"46";"58";"";"1"
"250059";"";"64";"80";"";"1"
"250061";"";"32";"40";"";"1"
"250063";"";"36";"45";"";"1"
"250069";"";"104";"130";"";"1"
"250068";"";"44";"55";"";"1"
"250064";"";"114";"142";"";"1"
"250070";"";"484";"605";"";"1"
"250066";"";"46";"58";"";"1"
"250065";"";"59";"74";"";"1"
"250071";"";"153";"191";"";"1"
"250073";"";"310";"388";"";"1"
"250079";"";"25";"31";"";"1"
"250072";"";"101";"126";"";"1"
"250075";"";"24";"30";"";"1"
"250074";"";"33";"41";"";"1"
"250137";"";"58";"72";"";"1"
"250114";"";"67";"84";"";"1"
"250119";"";"37";"46";"";"1"
"250123";"";"52";"65";"";"1"
"250087";"";"112";"140";"";"1"
"250200";"";"61";"76";"";"1"
"250118";"";"63";"79";"";"1"
"250112";"";"85";"106";"";"1"
"250113";"";"48";"60";"";"1"
"250127";"";"41";"51";"";"1"
"250129";"";"189";"236";"";"1"
"250126";"";"77";"96";"";"1"
"250124";"";"76";"95";"";"1"
"250128";"";"110";"138";"";"1"
"250125";"";"62";"78";"";"1"
"250116";"";"88";"110";"";"1"
"250133";"";"128";"160";"";"1"
"250135";"";"37";"46";"";"1"
"250131";"";"262";"328";"";"1"
"250132";"";"29";"36";"";"1"
"250134";"";"48";"60";"";"1"
"250169";"";"128";"160";"";"1"
"250120";"";"189";"236";"";"1"
"250191";"";"67";"84";"";"1"
"250187";"";"33";"41";"";"1"
"250190";"";"67";"84";"";"1"
"250141";"";"48";"60";"";"1"
"250189";"";"160";"200";"";"1"
"250140";"";"48";"60";"";"1"
"250188";"";"82";"102";"";"1"
"250142";"";"48";"60";"";"1"
"250143";"";"61";"76";"";"1"
"250144";"";"61";"76";"";"1"
"250146";"";"160";"200";"";"1"
"250148";"";"120";"150";"";"1"
"250145";"";"61";"76";"";"1"
"250151";"";"45";"56";"";"1"
"250192";"";"132";"165";"";"1"
"250149";"";"120";"150";"";"1"
"250150";"";"120";"150";"";"1"
"250147";"";"160";"200";"";"1"
"250193";"";"452";"565";"";"1"
"250152";"";"185";"231";"";"1"
"250153";"";"530";"662";"";"1"
"250208";"";"1754";"2192";"1701";"1"
"250155";"";"1985";"2481";"1925";"1"
"250013";"";"297";"371";"";"1"
"250012";"";"297";"371";"";"1"
"250011";"";"297";"371";"";"1"
"250156";"";"1836";"2295";"1781";"1"
"250167";"";"2719";"3399";"2637";"1"
"250010";"";"2719";"3399";"2637";"1"
"220032";"";"78";"98";"";"1"
"220023";"";"51";"64";"";"1"
"220025";"";"69";"86";"";"1"
"220033";"";"90";"112";"";"1"
"220024";"";"69";"86";"";"1"
"220020";"";"89";"111";"";"1"
"220028";"";"56";"70";"";"1"
"220030";"";"60";"75";"";"1"
"220027";"";"70";"88";"";"1"
"220026";"";"61";"76";"";"1"
"220029";"";"60";"75";"";"1"
"220017";"";"60";"75";"";"1"
"220014";"";"35";"44";"";"1"
"220019";"";"41";"51";"";"1"
"220018";"";"58";"72";"";"1"
"220016";"";"56";"70";"";"1"
"220015";"";"44";"55";"";"1"
"230013";"";"86";"108";"";"1"
"250194";"";"147";"184";"";"1"
"220011";"";"25";"31";"";"1"
"220010";"";"43";"54";"";"1"
"230015";"";"100";"125";"";"1"
"230017";"";"171";"214";"";"1"
"230020";"";"79";"99";"";"1"
"230014";"";"100";"125";"";"1"
"230019";"";"82";"102";"";"1"
"230021";"";"79";"99";"";"1"
"230024";"";"79";"99";"";"1"
"230023";"";"79";"99";"";"1"
"230022";"";"79";"99";"";"1"
"230025";"";"79";"99";"";"1"
"230026";"";"79";"99";"";"1"
"250195";"";"111";"139";"";"1"
"230029";"";"79";"99";"";"1"
"230031";"";"119";"149";"";"1"
"240014";"";"166";"208";"";"1"
"230012";"";"111";"139";"";"1"
"230032";"";"88";"110";"";"1"
"240010";"";"37";"46";"";"1"
"240012";"";"1313";"1641";"1274";"1"
"230035";"";"207";"259";"";"1"
"240015";"";"208";"260";"";"1"
"240011";"";"201";"251";"";"1"
"240022";"";"20";"25";"";"1"
"240023";"";"20";"25";"";"1"
"240020";"";"57";"71";"";"1"
"240017";"";"357";"446";"";"1"
"250209";"";"277";"346";"";"1"
"240018";"";"31";"39";"";"12"
"240021";"";"49";"61";"";"12"
"210022";"";"311";"389";"";"1"
"210021";"";"273";"341";"";"1"
"210019";"";"241";"301";"";"1"
"210020";"";"599";"749";"";"1"
"250160";"";"86";"108";"";"1"
"210010";"";"367";"459";"";"1"
"210013";"";"392";"490";"";"1"
"210012";"";"719";"899";"697";"1"
"250158";"";"961";"1201";"932";"1"
"250159";"";"308";"385";"";"1"
"210011";"";"642";"802";"623";"1"
"210014";"";"384";"480";"";"1"
"250174";"";"307";"384";"";"1"
"210025";"";"925";"1156";"897";"1"
"250175";"";"70";"88";"";"1"
"210017";"";"44";"55";"";"1"
"250176";"";"163";"204";"";"1"
"210028";"";"719";"899";"697";"1"
"210048";"";"600";"750";"582";"1"
"210026";"";"83";"104";"";"1"
"210037";"";"313";"391";"";"1"
"210036";"";"421";"526";"";"1"
"210033";"";"1441";"1801";"1398";"1"
"210038";"";"539";"674";"";"1"
"210044";"";"136";"170";"";"1"
"210034";"";"661";"826";"641";"1"
"210047";"";"435";"544";"";"1"
"210045";"";"226";"282";"";"1"
"210043";"";"491";"614";"";"1"
"210029";"";"5221";"6526";"5064";"1"
"250177";"";"815";"1019";"791";"1"
"210049";"";"462";"578";"";"1"
"210030";"";"181";"226";"";"1"
"250178";"";"276";"345";"";"1"
"210042";"";"608";"760";"590";"1"
"210046";"";"383";"479";"";"1"
"210035";"";"661";"826";"641";"1"
"210052";"";"47";"59";"";"1"
"210031";"";"919";"1149";"891";"1"
"250180";"";"84";"105";"";"1"
"210041";"";"947";"1184";"919";"1"
"250161";"";"923";"1154";"895";"1"
"210039";"";"539";"674";"";"1"
"210032";"";"803";"1004";"779";"1"
"210040";"";"706";"882";"685";"1"
"250162";"";"159";"199";"";"1"
"210050";"";"108";"135";"";"1"
"210053";"";"47";"59";"";"1"
"210056";"";"115";"144";"";"1"
"250181";"";"61";"76";"";"1"
"210051";"";"119";"149";"";"1"
"250164";"";"83";"104";"";"1"
"250157";"";"66";"82";"";"1"
"210055";"";"115";"144";"";"1"
"210054";"";"160";"200";"";"1"
"250165";"";"214";"268";"";"1"
"250166";"";"219";"274";"";"1"
"250179";"";"120";"150";"";"1"
"250210";"";"179";"224";"";"1"
"250182";"";"390";"488";"";"1"
"320080";"";"195";"244";"";"1"
"320013";"";"185";"231";"";"1"
"320012";"";"185";"231";"";"1"
"320058";"";"66";"82";"";"1"
"320010";"";"140";"175";"";"1"
"320011";"";"180";"225";"";"1"
"320020";"";"244";"305";"";"1"
"320014";"";"222";"278";"";"1"
"320016";"";"222";"278";"";"1"
"320015";"";"222";"278";"";"1"
"320054";"";"66";"82";"";"1"
"320023";"";"222";"278";"";"1"
"320056";"";"66";"82";"";"1"
"320057";"";"76";"95";"";"1"
"320069";"";"85";"106";"";"1"
"320060";"";"125";"156";"";"1"
"320067";"";"125";"156";"";"1"
"320068";"";"85";"106";"";"1"
"320066";"";"125";"156";"";"1"
"320063";"";"89";"111";"";"1"
"320064";"";"125";"156";"";"1"
"320061";"";"125";"156";"";"1"
"320024";"308";"246";"308";"";"1"
"320040";"";"222";"278";"";"1"
"320090";"";"396";"495";"";"1"
"320075";"";"120";"150";"";"1"
"320070";"259";"207";"259";"";"1"
"320025";"308";"246";"308";"";"1"
"320031";"";"263";"329";"";"1"
"320028";"";"263";"329";"";"1"
"320078";"";"120";"150";"";"1"
"320039";"";"263";"329";"";"1"
"320041";"404";"323";"404";"";"1"
"320073";"";"120";"150";"";"1"
"320079";"";"120";"150";"";"1"
"320052";"";"327";"409";"";"1"
"320077";"";"120";"150";"";"1"
"320072";"";"195";"244";"";"1"
"320038";"";"263";"329";"";"1"
"320074";"";"195";"244";"";"1"
"320071";"";"195";"244";"";"1"
"320053";"";"327";"409";"";"1"
"320036";"";"263";"329";"";"1"
"320037";"";"156";"195";"";"1"
"320045";"";"303";"379";"";"1"
"320043";"";"303";"379";"";"1"
"320082";"";"281";"351";"";"1"
"320044";"";"303";"379";"";"1"
"320094";"";"519";"649";"";"1"
"320034";"";"277";"346";"";"1"
"320123";"";"447";"559";"";"1"
"320093";"412";"323";"404";"";"1"
"320116";"";"334";"418";"";"1"
"320099";"";"78";"98";"";"1"
"380169";"249";"234";"292";"";"1"
"320098";"";"78";"98";"";"1"
"380113";"";"215";"269";"";"1"
"380112";"";"215";"269";"";"1"
"320115";"";"76";"95";"";"1"
"320114";"";"76";"95";"";"1"
"320110";"";"231";"289";"";"1"
"380170";"284";"213";"266";"";"1"
"320105";"284";"213";"266";"";"1"
"320122";"";"447";"559";"";"1"
"320122";"";"447";"559";"";"1"
"320102";"284";"213";"266";"";"1"
"320120";"";"368";"460";"";"1"
"320117";"";"334";"418";"";"1"
"320113";"";"416";"520";"";"1"
"320103";"284";"213";"266";"";"1"
"320112";"";"447";"559";"";"1"
"320129";"";"451";"564";"";"1"
"320206";"633";"443";"554";"430";"1"
"320133";"";"209";"261";"";"1"
"320135";"";"386";"482";"";"1"
"320127";"";"451";"564";"";"1"
"320130";"";"365";"456";"";"1"
"320134";"";"354";"442";"";"1"
"320141";"";"234";"292";"";"1"
"320201";"";"775";"969";"752";"1"
"320132";"";"365";"456";"";"1"
"320131";"";"365";"456";"";"1"
"320142";"";"402";"502";"";"1"
"320144";"";"328";"410";"";"1"
"320136";"";"88";"110";"";"1"
"320149";"";"586";"732";"";"1"
"320143";"";"102";"128";"";"1"
"320139";"";"113";"141";"";"1"
"320150";"";"455";"569";"";"1"
"320147";"";"348";"435";"";"1"
"320148";"";"341";"426";"";"1"
"320146";"";"517";"646";"";"1"
"320140";"";"247";"309";"";"1"
"320137";"";"81";"101";"";"1"
"320208";"";"123";"154";"";"1"
"320207";"";"96";"120";"";"1"
"320211";"";"80";"100";"";"1"
"320210";"";"114";"142";"";"1"
"320222";"";"352";"440";"";"1"
"320209";"";"105";"131";"";"1"
"320221";"";"19";"24";"";"36"
"320197";"";"35";"44";"";"1"
"320220";"";"21";"26";"";"36"
"320216";"";"70";"88";"";"1"
"320218";"";"142";"178";"";"1"
"320214";"";"70";"88";"";"1"
"320217";"";"142";"178";"";"1"
"320213";"";"163";"204";"";"1"
"320229";"";"241";"301";"";"1"
"320225";"";"165";"206";"";"1"
"380167";"";"139";"174";"";"1"
"320215";"";"107";"134";"";"1"
"320228";"";"265";"331";"";"1"
"380171";"";"560";"700";"";"1"
"380046";"";"170";"212";"";"1"
"320212";"";"90";"112";"";"1"
"380172";"";"713";"891";"692";"1"
"320226";"";"240";"300";"";"1"
"320243";"";"720";"900";"698";"1"
"320154";"";"715";"894";"694";"1"
"320156";"";"1158";"1448";"1123";"1"
"380049";"";"1733";"2166";"1681";"1"
"320152";"";"1768";"2210";"1715";"1"
"320153";"";"595";"744";"";"1"
"380114";"";"1002";"1252";"972";"1"
"320151";"";"2549";"3186";"2473";"1"
"320155";"";"1051";"1314";"1019";"1"
"320158";"";"1985";"2481";"1925";"1"
"320163";"";"506";"632";"";"1"
"320165";"";"881";"1101";"855";"1"
"320167";"";"1576";"1970";"1529";"1"
"320179";"";"712";"890";"691";"1"
"320161";"";"1414";"1768";"1372";"1"
"320182";"";"974";"1218";"945";"1"
"320157";"";"1480";"1850";"1436";"1"
"320178";"";"396";"495";"";"1"
"320160";"";"786";"982";"762";"1"
"320166";"";"1260";"1575";"1222";"1"
"320180";"";"1230";"1538";"1193";"1"
"320168";"";"1938";"2422";"1880";"1"
"380045";"";"711";"889";"690";"1"
"320181";"";"539";"674";"";"1"
"320252";"";"441";"551";"";"1"
"320236";"";"24";"30";"";"1"
"320247";"";"341";"426";"";"1"
"320230";"";"168";"210";"";"1"
"320238";"";"1029";"1286";"998";"1"
"320235";"";"98";"122";"";"1"
"380044";"";"96";"120";"";"1"
"320240";"";"843";"1054";"818";"1"
"320269";"";"639";"799";"620";"1"
"320159";"";"786";"982";"762";"1"
"320241";"";"861";"1076";"835";"1"
"380173";"675";"573";"716";"";"1"
"320251";"";"534";"668";"";"1"
"320196";"";"666";"832";"646";"1"
"320246";"389";"330";"412";"";"1"
"320186";"";"1141";"1426";"1107";"1"
"320169";"";"1752";"2190";"1699";"1"
"320248";"";"480";"600";"";"1"
"320171";"";"442";"552";"";"1"
"320174";"";"1230";"1538";"1193";"1"
"320249";"";"611";"764";"593";"1"
"320172";"";"712";"890";"691";"1"
"320170";"";"396";"495";"";"1"
"320223";"";"480";"600";"";"1"
"320175";"";"1397";"1746";"1355";"1"
"320173";"";"794";"992";"770";"1"
"320254";"";"89";"111";"";"1"
"320198";"";"61";"76";"";"1"
"320177";"";"286";"358";"";"1"
"320253";"";"155";"194";"";"1"
"320250";"";"169";"211";"";"1"
"380116";"";"240";"300";"";"1"
"570032";"";"482";"602";"";"1"
"320195";"";"864";"1080";"838";"1"
"320199";"";"22";"28";"";"1"
"320256";"";"212";"265";"";"1"
"320184";"";"666";"832";"646";"1"
"380048";"";"169";"211";"";"1"
"380115";"";"722";"902";"700";"1"
"320261";"";"367";"459";"";"1"
"320259";"";"179";"224";"";"1"
"320258";"";"100";"125";"";"1"
"320188";"";"395";"494";"";"1"
"320191";"";"493";"616";"";"1"
"320260";"";"653";"816";"633";"1"
"320262";"";"509";"636";"";"1"
"320190";"";"616";"770";"598";"1"
"320257";"";"47";"59";"";"1"
"320183";"";"757";"946";"734";"1"
"320194";"";"950";"1188";"921";"1"
"320266";"";"541";"676";"";"1"
"320267";"";"719";"899";"697";"1"
"320185";"";"1141";"1426";"1107";"1"
"320193";"";"556";"695";"";"1"
"320263";"";"653";"816";"633";"1"
"380058";"";"222";"278";"";"1"
"320189";"";"614";"768";"596";"1"
"320187";"";"395";"494";"";"1"
"320268";"";"611";"764";"593";"1"
"350244";"137";"104";"130";"";"1"
"320192";"";"757";"946";"734";"1"
"350220";"";"257";"321";"";"1"
"350208";"";"220";"275";"";"1"
"380056";"243";"182";"228";"";"1"
"350197";"";"242";"302";"";"1"
"350199";"";"190";"238";"";"1"
"350200";"";"221";"276";"";"1"
"350201";"";"190";"238";"";"1"
"350215";"";"393";"491";"";"1"
"350204";"";"190";"238";"";"1"
"350212";"";"221";"276";"";"1"
"350214";"";"393";"491";"";"1"
"380059";"";"221";"276";"";"1"
"350207";"";"242";"302";"";"1"
"350198";"";"221";"276";"";"1"
"350205";"";"190";"238";"";"1"
"350210";"";"242";"302";"";"1"
"350209";"";"242";"302";"";"1"
"350203";"";"190";"238";"";"1"
"350202";"";"221";"276";"";"1"
"350213";"";"393";"491";"";"1"
"380057";"";"222";"278";"";"1"
"350216";"";"257";"321";"";"1"
"350196";"";"131";"164";"";"1"
"350195";"";"131";"164";"";"1"
"350194";"";"110";"138";"";"1"
"350142";"";"257";"321";"";"1"
"350218";"";"257";"321";"";"1"
"350217";"";"257";"321";"";"1"
"350219";"";"257";"321";"";"1"
"380179";"";"250";"312";"";"1"
"350222";"";"211";"264";"";"1"
"350221";"";"248";"310";"";"1"
"350224";"";"250";"312";"";"1"
"350229";"";"211";"264";"";"1"
"350234";"166";"126";"158";"";"1"
"350228";"";"248";"310";"";"1"
"350231";"166";"126";"158";"";"1"
"350225";"";"250";"312";"";"1"
"350236";"166";"126";"158";"";"1"
"350240";"166";"126";"158";"";"1"
"350230";"166";"126";"158";"";"1"
"350239";"166";"126";"158";"";"1"
"350233";"166";"126";"158";"";"1"
"350235";"166";"126";"158";"";"1"
"350232";"137";"104";"130";"";"1"
"350241";"137";"104";"130";"";"1"
"350242";"137";"104";"130";"";"1"
"350238";"183";"139";"174";"";"1"
"350246";"";"215";"269";"";"1"
"380125";"212";"190";"238";"";"1"
"380126";"212";"190";"238";"";"1"
"350245";"";"215";"269";"";"1"
"380127";"212";"190";"238";"";"1"
"350193";"243";"218";"272";"";"1"
"380178";"243";"218";"272";"";"1"
"350243";"183";"139";"174";"";"1"
"350192";"243";"218";"272";"";"1"
"350166";"243";"218";"272";"";"1"
"350167";"243";"218";"272";"";"1"
"350168";"243";"218";"272";"";"1"
"350187";"";"197";"246";"";"1"
"350185";"";"197";"246";"";"1"
"350145";"";"197";"246";"";"1"
"350181";"";"197";"246";"";"1"
"380175";"";"197";"246";"";"1"
"350170";"";"197";"246";"";"1"
"350177";"";"197";"246";"";"1"
"350172";"";"236";"295";"";"1"
"380177";"";"197";"246";"";"1"
"380176";"";"197";"246";"";"1"
"350171";"";"236";"295";"";"1"
"350179";"";"197";"246";"";"1"
"350173";"";"197";"246";"";"1"
"350148";"";"197";"246";"";"1"
"350189";"";"197";"246";"";"1"
"350146";"";"197";"246";"";"1"
"350151";"";"157";"196";"";"1"
"350155";"";"197";"246";"";"1"
"350190";"";"197";"246";"";"1"
"350191";"";"197";"246";"";"1"
"350262";"";"242";"302";"";"1"
"350263";"";"242";"302";"";"1"
"350154";"";"197";"246";"";"1"
"350149";"";"197";"246";"";"1"
"350162";"";"183";"229";"";"1"
"350164";"";"183";"229";"";"1"
"350260";"";"190";"238";"";"1"
"350259";"";"242";"302";"";"1"
"350261";"";"221";"276";"";"1"
"350163";"";"183";"229";"";"1"
"350165";"";"215";"269";"";"1"
"350158";"";"215";"269";"";"1"
"350160";"";"215";"269";"";"1"
"350161";"";"215";"269";"";"1"
"350159";"";"215";"269";"";"1"
"350078";"";"161";"201";"";"1"
"350120";"166";"126";"158";"";"1"
"350079";"";"161";"201";"";"1"
"350080";"";"161";"201";"";"1"
"380119";"";"133";"166";"";"1"
"350071";"";"168";"210";"";"1"
"350048";"";"133";"166";"";"1"
"350072";"";"133";"166";"";"1"
"350065";"";"168";"210";"";"1"
"350059";"134";"100";"125";"";"1"
"350049";"";"133";"166";"";"1"
"350067";"";"168";"210";"";"1"
"350052";"";"198";"248";"";"1"
"350064";"";"168";"210";"";"1"
"350053";"";"133";"166";"";"1"
"380122";"";"133";"166";"";"1"
"380124";"";"133";"166";"";"1"
"350051";"";"133";"166";"";"1"
"350073";"";"198";"248";"";"1"
"350056";"";"198";"248";"";"1"
"380055";"";"133";"166";"";"1"
"350077";"";"198";"248";"";"1"
"350055";"";"133";"166";"";"1"
"350044";"";"198";"248";"";"1"
"350050";"";"198";"248";"";"1"
"350063";"";"168";"210";"";"1"
"350054";"";"198";"248";"";"1"
